retrieval,topk,weights,alpha,R@1,R@3,R@5,Score
hybrid,3.0,"(0.3, 0.5, 0.2)",0.02,0.017414601473543203,0.04219691895512391,0.07300736771600803,0.03596784996651038
hybrid,5.0,"(0.5, 0.3, 0.2)",0.02,0.015405224380442064,0.04420629604822505,0.07434695244474213,0.03583389149363697
hybrid,10.0,"(0.4, 0.4, 0.2)",0.03,0.013395847287340924,0.046215673141326186,0.07635632953784327,0.03583389149363697
max,,,0.03,0.01808439383791025,0.04420629604822505,0.06697923643670463,0.03569993302076356
hybrid,3.0,"(0.6, 0.3, 0.1)",0.01,0.010716677829872739,0.047555257870060284,0.07903549899531145,0.03543201607501674
max,,,0.005,0.016075016744809108,0.042866711319490956,0.072337575351641,0.03536503683858004
hybrid,3.0,"(0.4, 0.4, 0.2)",0.02,0.014735432016075016,0.043536503683858,0.07434695244474213,0.035298057602143336
hybrid,10.0,"(0.5, 0.3, 0.2)",0.03,0.014735432016075016,0.047555257870060284,0.06764902880107167,0.035164099129269925
hybrid,3.0,"(0.5, 0.3, 0.2)",0.03,0.013395847287340924,0.04822505023442733,0.06898861352980576,0.03496316141995981
hybrid,3.0,"(0.4, 0.4, 0.2)",0.03,0.01406563965170797,0.046215673141326186,0.07032819825853985,0.03496316141995981
prototype,,,0.03,0.014735432016075016,0.043536503683858,0.072337575351641,0.03489618218352311
hybrid,10.0,"(0.6, 0.3, 0.1)",0.03,0.015405224380442064,0.04219691895512391,0.07166778298727394,0.034695244474212995
hybrid,3.0,"(0.6, 0.3, 0.1)",0.03,0.010716677829872739,0.04956463496316142,0.07166778298727394,0.034561286001339585
prototype,,,0.0,0.013395847287340924,0.04219691895512391,0.07568653717347622,0.03449430676490288
hybrid,3.0,"(0.5, 0.3, 0.2)",0.02,0.012726054922973878,0.04420629604822505,0.07434695244474213,0.03449430676490288
hybrid,3.0,"(0.6, 0.3, 0.1)",0.02,0.012726054922973878,0.047555257870060284,0.06898861352980576,0.03442732752846618
prototype,,,0.02,0.01406563965170797,0.042866711319490956,0.07166778298727394,0.034226389819156065
hybrid,5.0,"(0.5, 0.3, 0.2)",0.03,0.011386470194239785,0.047555257870060284,0.07032819825853985,0.03402545210984595
hybrid,10.0,"(0.6, 0.3, 0.1)",0.02,0.012726054922973878,0.04219691895512391,0.07434695244474213,0.03389149363697254
hybrid,3.0,"(0.3, 0.5, 0.2)",0.03,0.015405224380442064,0.04420629604822505,0.06430006697923643,0.033824514400535834
hybrid,5.0,"(0.6, 0.3, 0.1)",0.03,0.010716677829872739,0.047555257870060284,0.0709979906229069,0.033824514400535834
max,,,0.01,0.01808439383791025,0.03884795713328868,0.06496985934360348,0.03369055592766243
max,,,0.02,0.016075016744809108,0.043536503683858,0.06296048225050234,0.03369055592766242
prototype,,,0.005,0.013395847287340924,0.04018754186202277,0.0709979906229069,0.03295378432685867
prototype,,,0.01,0.012726054922973878,0.04085733422638982,0.0709979906229069,0.03281982585398527
topk,3.0,,0.02,0.014735432016075016,0.04085733422638982,0.06296048225050234,0.03221701272605492
topk,3.0,,0.03,0.012726054922973878,0.03549899531145345,0.06496985934360348,0.030006697923643674
