model,date_basis,date,n,pred_top1_ships,true_ships,gallery_day_count,gallery_day_fraction,pred_gallery_count_mean,pred_ship_max_day_fraction_mean,hit1,hit3,hit5,Score
quick_target100_trainonly_mel96_f16000,pred_top1_majority_date,2021-02-13,1,1,1,79.0,0.0866228070175438,252.0,0.115079365079365,0.0,0.0,0.0,0.0
quick_target100_trainonly_mel96_f16000,pred_top1_majority_date,2021-02-14,883,1,85,148.0,0.1622807017543859,9.0,1.0,0.09060022650056625,0.10645526613816535,0.12004530011325028,0.10124575311438279
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-07-27,7,2,5,69.0,0.2851239669421487,33.857142857142854,1.0,0.0,0.0,0.2857142857142857,0.05714285714285714
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-07-30,35,1,21,42.0,0.1735537190082644,50.0,0.38,0.05714285714285714,0.05714285714285714,0.14285714285714285,0.07428571428571427
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-07-31,57,1,22,65.0,0.268595041322314,66.0,0.5757575757575758,0.05263157894736842,0.08771929824561403,0.19298245614035087,0.0912280701754386
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-08-01,58,2,25,74.0,0.0564024390243902,64.48275862068965,0.4295566502463054,0.10344827586206896,0.1206896551724138,0.15517241379310345,0.11896551724137933
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-08-03,5,1,4,27.0,0.0205792682926829,23.0,0.5652173913043478,0.0,0.0,0.0,0.0
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-08-04,2,1,1,17.0,0.0129573170731707,34.0,0.4117647058823529,0.0,0.0,1.0,0.2
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-08-05,2,1,2,25.0,0.0190548780487804,42.0,0.5952380952380952,0.0,0.0,0.0,0.0
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-08-11,1,1,1,56.0,0.0426829268292682,39.0,0.3846153846153846,0.0,0.0,0.0,0.0
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-08-13,1,1,1,49.0,0.0373475609756097,28.0,0.3571428571428571,0.0,0.0,0.0,0.0
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-08-15,20,1,10,43.0,0.0327743902439024,98.0,0.3571428571428571,0.0,0.0,0.15,0.03
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-08-18,8,2,6,224.0,0.1707317073170731,61.5,0.375,0.0,0.0,0.125,0.025
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-08-19,121,4,35,222.0,0.1692073170731707,103.11570247933884,0.37078508083363676,0.05785123966942149,0.12396694214876033,0.15702479338842976,0.09752066115702479
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-08-21,72,4,38,164.0,0.125,77.94444444444444,0.4576964323522521,0.06944444444444445,0.1527777777777778,0.16666666666666666,0.1138888888888889
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-09-25,11,1,7,155.0,0.6681034482758621,106.0,0.2735849056603773,0.0,0.18181818181818182,0.2727272727272727,0.10909090909090909
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-09-28,1,1,1,17.0,0.0732758620689655,91.0,0.1868131868131868,0.0,0.0,0.0,0.0
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-10-30,41,4,26,275.0,0.6658595641646489,83.53658536585365,0.2876876593587951,0.0,0.12195121951219512,0.17073170731707318,0.07073170731707318
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-11-04,1,1,1,19.0,0.0421286031042128,65.0,0.2461538461538461,0.0,0.0,0.0,0.0
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-11-12,32,1,22,55.0,0.1219512195121951,105.0,0.5238095238095238,0.03125,0.0625,0.125,0.059375000000000004
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-11-24,44,1,27,30.0,0.0665188470066518,181.0,0.09392265193370158,0.022727272727272728,0.13636363636363635,0.18181818181818182,0.08863636363636362
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-11-26,6,1,6,21.0,0.0465631929046563,65.0,0.3230769230769231,0.0,0.0,0.0,0.0
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-11-28,3,1,3,32.0,0.0709534368070953,36.0,0.2777777777777778,0.0,0.0,0.0,0.0
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-11-30,7,1,4,23.0,0.0509977827050997,62.0,0.3548387096774194,0.0,0.0,0.2857142857142857,0.05714285714285714
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-12-02,13,1,10,43.0,0.0237437879624516,133.0,0.17293233082706758,0.0,0.07692307692307693,0.07692307692307693,0.038461538461538464
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-12-04,30,3,23,309.0,0.1706239646604086,94.13333333333334,0.5006088280060883,0.0,0.03333333333333333,0.06666666666666667,0.023333333333333334
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-12-05,16,1,10,107.0,0.0590833793484262,51.0,0.6274509803921569,0.0,0.0,0.0625,0.0125
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-12-11,8,1,8,36.0,0.0198785201546107,166.0,0.1265060240963855,0.0,0.125,0.125,0.0625
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-12-21,18,1,14,95.0,0.052457205963556,139.0,0.3309352517985611,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.13888888888888887
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-12-22,30,1,18,59.0,0.0325786858089453,155.0,0.1290322580645161,0.03333333333333333,0.03333333333333333,0.1,0.04666666666666667
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-12-26,582,1,84,80.0,0.0441744892324682,422.0,0.1090047393364928,0.054982817869415807,0.09278350515463918,0.1254295532646048,0.08041237113402061
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-12-28,2,1,2,66.0,0.0364439536167863,63.0,0.3333333333333333,0.0,0.0,0.0,0.0
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2020-12-29,28,2,19,93.0,0.0513528437327443,101.5,0.1976369495166487,0.10714285714285714,0.14285714285714285,0.14285714285714285,0.12499999999999999
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2021-01-21,58,1,31,47.0,0.0355253212396069,141.0,0.2340425531914893,0.017241379310344827,0.05172413793103448,0.08620689655172414,0.041379310344827586
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2021-01-22,1,1,1,71.0,0.0536659108087679,62.0,0.2741935483870967,0.0,0.0,0.0,0.0
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2021-01-27,3,1,2,32.0,0.0241874527588813,81.0,0.1481481481481481,0.0,0.0,0.0,0.0
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2021-02-01,8,1,8,55.0,0.0603070175438596,72.0,0.2777777777777778,0.0,0.0,0.25,0.05
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2021-02-13,108,1,46,79.0,0.08662280701754378,252.0,0.115079365079365,0.046296296296296294,0.09259259259259259,0.1388888888888889,0.0787037037037037
robust_rows100_seed123_ep2_aug,pred_top1_majority_date,2021-02-14,53,1,29,148.0,0.1622807017543859,100.0,0.66,0.0,0.05660377358490566,0.07547169811320754,0.03207547169811321
