retrieval,topk,weights,alpha,R@1,R@3,R@5,Score
hybrid,5.0,"(0.4, 0.4, 0.2)",0.01,0.012726054922973878,0.048894842598794376,0.09243134628265237,0.03951774949765573
hybrid,5.0,"(0.6, 0.3, 0.1)",0.02,0.01808439383791025,0.046215673141326186,0.08305425318151373,0.03951774949765573
hybrid,3.0,"(0.5, 0.3, 0.2)",0.02,0.014735432016075016,0.05157401205626256,0.08305425318151373,0.03945077026121902
hybrid,5.0,"(0.5, 0.3, 0.2)",0.01,0.016075016744809108,0.04554588077695914,0.08774279973208306,0.039249832551908906
hybrid,10.0,"(0.5, 0.3, 0.2)",0.02,0.014735432016075016,0.05023442732752847,0.08372404554588078,0.03918285331547221
hybrid,3.0,"(0.4, 0.4, 0.2)",0.01,0.012726054922973878,0.048894842598794376,0.08908238446081715,0.03884795713328868
hybrid,10.0,"(0.4, 0.4, 0.2)",0.01,0.011386470194239785,0.048894842598794376,0.09243134628265237,0.038847957133288674
prototype,,,0.02,0.017414601473543203,0.044876088412592094,0.08305425318151373,0.038780977896851976
hybrid,3.0,"(0.5, 0.3, 0.2)",0.01,0.014735432016075016,0.046215673141326186,0.08640321500334897,0.038513060951105155
hybrid,10.0,"(0.4, 0.4, 0.2)",0.02,0.012726054922973878,0.048894842598794376,0.087073007367716,0.038446081714668456
topk,10.0,,0.03,0.011386470194239785,0.052243804420629605,0.08439383791024782,0.038245144005358334
hybrid,3.0,"(0.6, 0.3, 0.1)",0.01,0.016075016744809108,0.042866711319490956,0.08573342263898191,0.038044206296048225
hybrid,10.0,"(0.6, 0.3, 0.1)",0.01,0.011386470194239785,0.046215673141326186,0.09176155391828533,0.037910247823174814
hybrid,10.0,"(0.6, 0.3, 0.1)",0.02,0.015405224380442064,0.04688546550569324,0.08037508372404555,0.037843268586738116
hybrid,5.0,"(0.6, 0.3, 0.1)",0.01,0.01406563965170797,0.044876088412592094,0.08640321500334897,0.037776289350301404
topk,10.0,,0.01,0.009377093101138647,0.05157401205626256,0.08640321500334897,0.037441393168117884
hybrid,3.0,"(0.3, 0.5, 0.2)",0.01,0.010716677829872739,0.04956463496316142,0.08573342263898191,0.03737441393168118
topk,5.0,,0.01,0.013395847287340924,0.04822505023442733,0.08037508372404555,0.037240455458807775
topk,3.0,,0.01,0.009377093101138647,0.05425318151373074,0.0810448760884126,0.03717347622237107
topk,5.0,,0.03,0.012056262558606833,0.04822505023442733,0.08238446081714669,0.036972538513060954
topk,3.0,,0.02,0.012056262558606833,0.048894842598794376,0.08037508372404555,0.036771600803750845
hybrid,10.0,"(0.3, 0.5, 0.2)",0.02,0.010046885465505693,0.047555257870060284,0.08573342263898191,0.03643670462156731
max,,,0.01,0.012726054922973878,0.04956463496316142,0.072337575351641,0.03569993302076357
hybrid,5.0,"(0.3, 0.5, 0.2)",0.01,0.008707300736771601,0.04554588077695914,0.0884125920964501,0.03569993302076356
max,,,0.005,0.016075016744809108,0.043536503683858,0.07166778298727394,0.035432016075016746
topk,5.0,,0.02,0.010716677829872739,0.04688546550569324,0.07769591426657736,0.03496316141995981
topk,10.0,,0.02,0.009377093101138647,0.047555257870060284,0.07702612190221031,0.03436034829202947
