retrieval,topk,weights,alpha,R@1,R@3,R@5,Score
hybrid,10.0,"(0.4, 0.4, 0.2)",0.02,0.008037508372404554,0.052243804420629605,0.07501674480910918,0.034695244474212995
topk,3.0,,0.005,0.014735432016075016,0.041527126590756865,0.0709979906229069,0.03402545210984595
topk,5.0,,0.02,0.011386470194239785,0.044876088412592094,0.07434695244474213,0.03402545210984595
hybrid,3.0,"(0.6, 0.3, 0.1)",0.01,0.011386470194239785,0.04554588077695914,0.07300736771600803,0.033958472873409244
hybrid,5.0,"(0.6, 0.3, 0.1)",0.01,0.010716677829872739,0.047555257870060284,0.0709979906229069,0.033824514400535834
prototype,,,0.0,0.017414601473543203,0.03951774949765573,0.06563965170797052,0.03369055592766242
hybrid,10.0,"(0.5, 0.3, 0.2)",0.01,0.012056262558606833,0.04420629604822505,0.07166778298727394,0.03362357669122572
topk,10.0,,0.02,0.009377093101138647,0.048894842598794376,0.0709979906229069,0.03355659745478902
topk,5.0,,0.01,0.01406563965170797,0.041527126590756865,0.07032819825853985,0.03355659745478901
hybrid,10.0,"(0.3, 0.5, 0.2)",0.01,0.012726054922973878,0.04420629604822505,0.06898861352980576,0.03342263898191561
hybrid,10.0,"(0.6, 0.3, 0.1)",0.01,0.012726054922973878,0.042866711319490956,0.0709979906229069,0.03342263898191561
hybrid,5.0,"(0.6, 0.3, 0.1)",0.005,0.014735432016075016,0.04085733422638982,0.06831882116543872,0.0332886805090422
hybrid,5.0,"(0.5, 0.3, 0.2)",0.005,0.012056262558606833,0.043536503683858,0.06965840589417281,0.03302076356329538
hybrid,5.0,"(0.5, 0.3, 0.2)",0.01,0.010046885465505693,0.04420629604822505,0.072337575351641,0.03275284661754856
hybrid,5.0,"(0.3, 0.5, 0.2)",0.005,0.014735432016075016,0.03951774949765573,0.06764902880107167,0.03275284661754856
hybrid,10.0,"(0.4, 0.4, 0.2)",0.01,0.010046885465505693,0.043536503683858,0.07300736771600803,0.03268586738111185
hybrid,5.0,"(0.4, 0.4, 0.2)",0.005,0.012056262558606833,0.04219691895512391,0.06965840589417281,0.03261888814467515
hybrid,10.0,"(0.3, 0.5, 0.2)",0.02,0.009377093101138647,0.04420629604822505,0.072337575351641,0.03241795043536504
hybrid,3.0,"(0.5, 0.3, 0.2)",0.01,0.010716677829872739,0.04085733422638982,0.07367716008037509,0.03235097119892833
topk,3.0,,0.02,0.007367716008037508,0.04554588077695914,0.07300736771600803,0.0319490957803081
hybrid,3.0,"(0.6, 0.3, 0.1)",0.005,0.012726054922973878,0.04018754186202277,0.06697923643670463,0.031815137307434696
hybrid,3.0,"(0.4, 0.4, 0.2)",0.01,0.009377093101138647,0.043536503683858,0.06898861352980576,0.031547220361687875
hybrid,5.0,"(0.4, 0.4, 0.2)",0.01,0.010046885465505693,0.041527126590756865,0.07032819825853985,0.031547220361687875
hybrid,5.0,"(0.3, 0.5, 0.2)",0.01,0.010046885465505693,0.03951774949765573,0.06965840589417281,0.030810448760884127
max,,,0.01,0.012056262558606833,0.038178164768921635,0.06496985934360348,0.030475552578700604
hybrid,3.0,"(0.5, 0.3, 0.2)",0.005,0.009377093101138647,0.03884795713328868,0.06965840589417281,0.030274614869390492
max,,,0.005,0.010716677829872739,0.03750837240455459,0.06630944407233758,0.029872739450770264
hybrid,3.0,"(0.4, 0.4, 0.2)",0.005,0.009377093101138647,0.03884795713328868,0.06630944407233758,0.029604822505023443
hybrid,3.0,"(0.3, 0.5, 0.2)",0.005,0.009377093101138647,0.03951774949765573,0.0622906898861353,0.029002009377093102
hybrid,3.0,"(0.3, 0.5, 0.2)",0.01,0.006028131279303416,0.03951774949765573,0.06630944407233758,0.02813127930341594
topk,3.0,,0.01,0.0053583389149363695,0.034829202947086406,0.06563965170797052,0.026255860683188213
