weights,w_r100s123_conservative,w_r80s123_balanced,w_r100s777_conservative,w_r100s123_val086,official_R@1,official_R@3,official_R@5,official_Score,official_top1_unique,official_top1_max_fraction,robust_mean_score,robust_min_score,robust_std_score,robust_mean_top1_max_fraction,balanced_score,conservative_score
"(0.3, 0.5, 0.05, 0.15)",0.3,0.5,0.05,0.15,0.044876088412592094,0.09511051574012057,0.14333556597454788,0.0796383121232418,30,0.6021433355659745,0.12054245183166468,0.09469732519943688,0.02080443609415918,0.5011644503081575,0.15720792621972873,0.12698697472296022
"(0.5, 0.2, 0.0, 0.3)",0.5,0.2,0.0,0.3,0.041527126590756865,0.10113864701942397,0.14400535833891492,0.07990622906898862,33,0.6108506363027462,0.12080197930214183,0.09623883403855195,0.02064772606648806,0.49675590341327436,0.1572000299449945,0.12802564608826458
"(0.15, 0.3, 0.4, 0.15)",0.15,0.3,0.4,0.15,0.047555257870060284,0.09645010046885466,0.14735432016075017,0.08218352310783657,30,0.6095110515740121,0.11988964042439795,0.09310183012670106,0.021783494915871036,0.5089217637312325,0.15719742085948324,0.1287344381711871
"(0.0, 0.5, 0.3, 0.2)",0.0,0.5,0.3,0.2,0.047555257870060284,0.09511051574012057,0.1419959812458138,0.08070997990622908,28,0.6008037508372405,0.11977392411733363,0.09366494603472549,0.021299780238315632,0.5015820249248701,0.15719581441533936,0.12754245292359181
"(0.0, 0.55, 0.25, 0.2)",0.0,0.55,0.25,0.2,0.047555257870060284,0.09645010046885466,0.1406563965170797,0.08084393837910248,28,0.6014735432016075,0.11974395333507112,0.09361801970905678,0.021096202711050026,0.5004224308351591,0.15717587008846085,0.12765294823363088
"(0.75, 0.1, 0.1, 0.05)",0.75,0.1,0.1,0.05,0.044876088412592094,0.10046885465505694,0.144675150703282,0.08151373074346953,31,0.6101808439383791,0.1199588516855468,0.09445228020686414,0.02208704007699629,0.5121909445273266,0.15717159594169156,0.12873987084690158
"(0.1, 0.55, 0.05, 0.3)",0.1,0.55,0.05,0.3,0.043536503683858,0.09778968519758875,0.144675150703282,0.08004018754186203,29,0.6028131279303416,0.12013168348308496,0.09483810417644298,0.020991660037648126,0.4933834987863303,0.15716895392361724,0.12745923963008352
"(0.25, 0.55, 0.1, 0.1)",0.25,0.55,0.1,0.1,0.04554588077695914,0.09511051574012057,0.1419959812458138,0.07970529135967849,30,0.6028131279303416,0.12065984192743125,0.09441576724542468,0.021864791262900553,0.5037712141648273,0.15715104772027083,0.12691317498239083
"(0.05, 0.45, 0.3, 0.2)",0.05,0.45,0.3,0.2,0.04688546550569324,0.09444072337575352,0.14132618888144674,0.08004018754186203,28,0.6008037508372405,0.12039807587561564,0.09366494603472547,0.021299978960040437,0.504508354699575,0.15715017380925433,0.12687266055922475
"(0.0, 0.45, 0.3, 0.25)",0.0,0.45,0.3,0.25,0.04554588077695914,0.09645010046885466,0.14266577361018085,0.08024112525117214,30,0.6021433355659745,0.12030308628383916,0.09385265133740028,0.021159477595006602,0.5021662911623873,0.15714903686881526,0.12716745091987228
"(0.05, 0.45, 0.35, 0.15)",0.05,0.45,0.35,0.15,0.047555257870060284,0.09578030810448761,0.1419959812458138,0.08091091761553919,28,0.6028131279303416,0.11999138672488478,0.09333646175504458,0.0216072854725316,0.5056028127212506,0.157148566028395,0.12757914849306148
"(0.8, 0.05, 0.1, 0.05)",0.8,0.05,0.1,0.05,0.044876088412592094,0.09979906229068988,0.144675150703282,0.0813127930341594,31,0.6054922973878097,0.11980175423699783,0.09370004701457452,0.022359975054672188,0.5112219364536627,0.15714072617027303,0.12816281654144668
"(0.2, 0.55, 0.05, 0.2)",0.2,0.55,0.05,0.2,0.044876088412592094,0.09511051574012057,0.1419959812458138,0.07937039517749497,30,0.6028131279303416,0.12053813751178825,0.09530736743312998,0.020435521088135195,0.4978953662109703,0.15714024721629694,0.12702407889405998
"(0.0, 0.35, 0.45, 0.2)",0.0,0.35,0.45,0.2,0.047555257870060284,0.09578030810448761,0.144675150703282,0.08144675150703283,30,0.6054922973878097,0.12000693890115603,0.09300797747536368,0.021176582529341497,0.5051342554553588,0.15713383453769925,0.12795074024471467
"(0.1, 0.5, 0.2, 0.2)",0.1,0.5,0.2,0.2,0.046215673141326186,0.09578030810448761,0.14400535833891492,0.08064300066979235,28,0.6021433355659745,0.11992184809798742,0.09375879868606288,0.02092778719700684,0.503358188539568,0.15712274777591506,0.12752240001282378
"(0.0, 0.4, 0.55, 0.05)",0.0,0.4,0.55,0.05,0.048894842598794376,0.09912926992632284,0.14735432016075017,0.08365706630944407,30,0.6041527126590757,0.11905924627505363,0.09005161895823557,0.022760874034042457,0.5065760735411621,0.1571192151647541,0.12868287578856186
"(0.0, 0.4, 0.5, 0.1)",0.0,0.4,0.5,0.1,0.047555257870060284,0.09578030810448761,0.1419959812458138,0.08091091761553919,29,0.6021433355659745,0.12011258559693283,0.09282027217268887,0.022367557867598552,0.5067192636121977,0.1571121389639203,0.12732105370188362
"(0.3, 0.35, 0.1, 0.25)",0.3,0.35,0.1,0.25,0.04554588077695914,0.09845947756195579,0.14601473543201607,0.08151373074346951,31,0.6115204286671132,0.11983587312617716,0.09497888315344907,0.02055809145377628,0.5017185312305907,0.15711098114630423,0.12900317232019404
"(0.05, 0.65, 0.0, 0.3)",0.05,0.65,0.0,0.3,0.043536503683858,0.0971198928332217,0.14400535833891492,0.07970529135967849,30,0.5981245813797723,0.11958727716627535,0.09507273580478648,0.02077963045757916,0.48667997115394995,0.15711024922138123,0.12724165926207173
"(0.0, 0.7, 0.05, 0.25)",0.0,0.7,0.05,0.25,0.044876088412592094,0.09511051574012057,0.14333556597454788,0.0796383121232418,29,0.5974547890154053,0.11915527655881286,0.09586271744240715,0.019885596913946587,0.48952072052192175,0.15710672905094744,0.12756967084444537
"(0.4, 0.5, 0.0, 0.1)",0.4,0.5,0.0,0.1,0.044876088412592094,0.09444072337575352,0.14266577361018085,0.07930341594105828,31,0.6014735432016075,0.12027407762446454,0.09549507273580479,0.020878125417210004,0.5014356978439715,0.15710399845318407,0.12705095230896069
"(0.15, 0.5, 0.2, 0.15)",0.15,0.5,0.2,0.15,0.046215673141326186,0.09578030810448761,0.14266577361018085,0.08037508372404555,28,0.6034829202947086,0.12008716824158198,0.09432191459408729,0.021034603543950335,0.5048225689364543,0.15710077121846489,0.12753604102108917
"(0.05, 0.35, 0.45, 0.15)",0.05,0.35,0.45,0.15,0.04822505023442733,0.09511051574012057,0.14266577361018085,0.08117883456128601,29,0.6054922973878097,0.12014578901280237,0.09319568277803848,0.02156451966336244,0.5075918115177577,0.15709862035493616,0.12777667595030526
"(0.35, 0.3, 0.1, 0.25)",0.35,0.3,0.1,0.25,0.044876088412592094,0.09979906229068988,0.14534494306764903,0.08144675150703282,30,0.6135298057602143,0.12037483217754286,0.09460347254809948,0.021043224408393037,0.5025742215016206,0.15709384909459329,0.12874848778108255
"(0.25, 0.3, 0.1, 0.35)",0.25,0.3,0.1,0.35,0.042866711319490956,0.10180843938379103,0.14601473543201607,0.081178834561286,31,0.6115204286671132,0.12061668907850424,0.09404035664007507,0.021497567642181695,0.49587481006650436,0.1570876376597608,0.12819901288132352
"(0.05, 0.4, 0.3, 0.25)",0.05,0.4,0.3,0.25,0.044876088412592094,0.09912926992632284,0.14333556597454788,0.08084393837910248,32,0.6048225050234427,0.12005844597339699,0.09380572501173158,0.021131496888702795,0.5034371250310622,0.15708187110484884,0.12774680088496826
"(0.0, 0.45, 0.25, 0.3)",0.0,0.45,0.25,0.3,0.04554588077695914,0.09845947756195579,0.14400535833891492,0.0811118553248493,31,0.6041527126590757,0.11967735466072342,0.09380572501173158,0.021072486971796717,0.4981728479164339,0.15706916559257714,0.12801471783071508
"(0.2, 0.3, 0.35, 0.15)",0.2,0.3,0.35,0.15,0.047555257870060284,0.09511051574012057,0.14735432016075017,0.08178164768921635,30,0.6095110515740121,0.12013357306389734,0.09314875645236978,0.02205674183447809,0.5091582769605092,0.15706294124319675,0.12835602591540124
"(0.1, 0.5, 0.35, 0.05)",0.1,0.5,0.35,0.05,0.047555257870060284,0.09511051574012057,0.14266577361018085,0.08084393837910248,30,0.6014735432016075,0.11974582127124205,0.09338338808071328,0.021548995179647975,0.5053164325791794,0.15706042221046007,0.12753563241945912
"(0.5, 0.2, 0.15, 0.15)",0.5,0.2,0.15,0.15,0.044876088412592094,0.10180843938379103,0.14266577361018085,0.08151373074346953,32,0.6148693904889484,0.12030658303928195,0.09493195682778038,0.021313454041798054,0.5088364964698207,0.15705588362329942,0.12897970915735973
"(0.1, 0.5, 0.15, 0.25)",0.1,0.5,0.15,0.25,0.04420629604822505,0.09845947756195579,0.144675150703282,0.08057602143335567,30,0.6034829202947086,0.11962430470333615,0.09474425152510559,0.020675592246705128,0.500154417008115,0.1570500138550383,0.12794814719590847
"(0.75, 0.0, 0.05, 0.2)",0.75,0.0,0.05,0.2,0.042866711319490956,0.09912926992632284,0.14333556597454788,0.07983924983255192,30,0.5981245813797723,0.11981916635969696,0.09421720733427363,0.021576729756412193,0.5027705689444124,0.15704833265241985,0.12694785349968873
"(0.1, 0.4, 0.35, 0.15)",0.1,0.4,0.35,0.15,0.046215673141326186,0.09645010046885466,0.14333556597454788,0.08070997990622907,27,0.6028131279303416,0.12022905285435895,0.09305490380103237,0.021625312018655623,0.5077831035246,0.15704451547155296,0.12723743180674524
"(0.4, 0.3, 0.05, 0.25)",0.4,0.3,0.05,0.25,0.044876088412592094,0.09979906229068988,0.14333556597454788,0.08104487608841258,30,0.6121902210314802,0.1204555027622158,0.09474425152510559,0.02100619751199415,0.49889105279298124,0.15704397145845914,0.12841700185096538
"(0.0, 0.5, 0.5, 0.0)",0.0,0.5,0.5,0.0,0.047555257870060284,0.0971198928332217,0.144675150703282,0.08184862692565305,33,0.595445411922304,0.11910969898068573,0.09080244016893477,0.02244945523996444,0.5019584545676972,0.15704273420246057,0.12724984701012043
"(0.25, 0.4, 0.1, 0.25)",0.25,0.4,0.1,0.25,0.044876088412592094,0.09845947756195579,0.144675150703282,0.08091091761553919,31,0.6108506363027462,0.12037797425744041,0.09474425152510559,0.02104561950634559,0.4993816029281444,0.15703342219012045,0.128283043378092
"(0.65, 0.1, 0.15, 0.1)",0.65,0.1,0.15,0.1,0.04420629604822505,0.10180843938379103,0.14333556597454788,0.0813127930341594,31,0.6135298057602143,0.12012205112117291,0.09525152797367184,0.021546722203004874,0.5126325501869043,0.1570311372781361,0.12893855702099533
"(0.15, 0.5, 0.25, 0.1)",0.15,0.5,0.25,0.1,0.04688546550569324,0.09310113864701942,0.14266577361018085,0.07990622906898862,28,0.6028131279303416,0.12021957534550425,0.09465039887376818,0.021186715728641888,0.5062367294251484,0.15702903466182572,0.1272314285058727
"(0.3, 0.5, 0.0, 0.2)",0.3,0.5,0.0,0.2,0.043536503683858,0.09845947756195579,0.14132618888144674,0.0795713328868051,31,0.6054922973878097,0.12024830559356844,0.09605818864382919,0.019806069045772548,0.4978735498393977,0.1570248881941167,0.1276004272087197
"(0.6, 0.15, 0.15, 0.1)",0.6,0.15,0.15,0.1,0.04420629604822505,0.10247823174815807,0.14400535833891492,0.08164768921634294,31,0.6148693904889484,0.12000059149744817,0.09520451339915374,0.021309054727133712,0.5119946937834418,0.1570201288400257,0.12924994591591982
"(0.45, 0.25, 0.05, 0.25)",0.45,0.25,0.05,0.25,0.043536503683858,0.10113864701942397,0.144675150703282,0.0810448760884126,30,0.6108506363027462,0.12022734544626454,0.09474425152510559,0.0211633240845345,0.4990168557363906,0.15701675185181801,0.12841700185096538
"(0.45, 0.35, 0.1, 0.1)",0.45,0.35,0.1,0.1,0.04554588077695914,0.09578030810448761,0.14534494306764903,0.08057602143335565,31,0.6095110515740121,0.12051070473223971,0.09469732519943688,0.021447665428966468,0.5068712155708577,0.15700873102921198,0.1279246840330741
"(0.15, 0.35, 0.35, 0.15)",0.15,0.35,0.35,0.15,0.04688546550569324,0.0971198928332217,0.14668452779638314,0.08191560616208976,29,0.607501674480911,0.12004285681743834,0.09235100891600187,0.0219090324734847,0.5082307269074133,0.15700871626539237,0.1280911106200907
"(0.0, 0.45, 0.35, 0.2)",0.0,0.45,0.35,0.2,0.04822505023442733,0.09444072337575352,0.14132618888144674,0.08070997990622907,29,0.6021433355659745,0.11997490373039385,0.09328953542937587,0.021428827358088046,0.5033386266893645,0.1570081510164147,0.127354747620917
"(0.1, 0.45, 0.45, 0.0)",0.1,0.45,0.45,0.0,0.047555257870060284,0.0971198928332217,0.14333556597454788,0.08158070997990623,31,0.6008037508372405,0.11998176235271578,0.09113092444861567,0.022729222573119087,0.5087948618529151,0.15700737193134376,0.12714617220421406
"(0.25, 0.3, 0.15, 0.3)",0.25,0.3,0.15,0.3,0.042866711319490956,0.10314802411252512,0.14735432016075017,0.08184862692565305,31,0.6135298057602143,0.12014385615257103,0.09408728296574378,0.021423787477313504,0.5005041114910422,0.15700665369706385,0.12889226840852494
"(0.15, 0.4, 0.45, 0.0)",0.15,0.4,0.45,0.0,0.04956463496316142,0.09578030810448761,0.14534494306764903,0.0825853985264568,30,0.6041527126590757,0.11963450354789588,0.09080244016893477,0.022888652743492388,0.5128468939505721,0.15699821525995875,0.1279866186109242
"(0.05, 0.4, 0.55, 0.0)",0.05,0.4,0.55,0.0,0.04822505023442733,0.09979906229068988,0.14735432016075017,0.08352310783657066,31,0.5994641661085064,0.11868940248866564,0.08939465039887376,0.0227162745729483,0.5076244278519094,0.15699021060839718,0.12822043303600755
"(0.2, 0.5, 0.2, 0.1)",0.2,0.5,0.2,0.1,0.04554588077695914,0.09377093101138648,0.14333556597454788,0.0795713328868051,28,0.6021433355659745,0.12063792931726622,0.09418113561708118,0.021737702789342537,0.5060595110383704,0.15697832967771574,0.1266619006953457
"(0.3, 0.25, 0.2, 0.25)",0.3,0.25,0.2,0.25,0.04420629604822505,0.10113864701942397,0.14400535833891492,0.0812458137977227,31,0.6135298057602143,0.12040921350841041,0.09469732519943688,0.020971843314001534,0.5051914722741874,0.1569742190418194,0.12859447639744115
"(0.5, 0.5, 0.0, 0.0)",0.5,0.5,0.0,0.0,0.04554588077695914,0.09243134628265237,0.14601473543201607,0.07970529135967849,32,0.595445411922304,0.11972086618006719,0.09371187236039417,0.021886316121918655,0.5020326655700392,0.15696528193159717,0.1265612275398756
"(0.2, 0.5, 0.1, 0.2)",0.2,0.5,0.1,0.2,0.04420629604822505,0.09578030810448761,0.1419959812458138,0.07923643670462156,30,0.6041527126590757,0.12064881417826348,0.09540122008446739,0.02060915080900688,0.502003635940055,0.1569629540262574,0.12693704674685524
"(0.2, 0.3, 0.4, 0.1)",0.2,0.3,0.4,0.1,0.04822505023442733,0.09511051574012057,0.1480241125251172,0.08225050234427328,29,0.608171466845278,0.11971282965261112,0.09244486156733928,0.022144876153775736,0.5115933106605403,0.15696004275376235,0.12847293312794292
"(0.15, 0.35, 0.5, 0.0)",0.15,0.35,0.5,0.0,0.050904219691895514,0.0971198928332217,0.14601473543201607,0.08379102478231748,30,0.6054922973878097,0.11896699681333897,0.09005161895823557,0.023123765449865826,0.5123836484171205,0.1569599864666028,0.12881683426143525
"(0.3, 0.5, 0.1, 0.1)",0.3,0.5,0.1,0.1,0.04554588077695914,0.09511051574012057,0.14400535833891492,0.08010716677829872,29,0.6034829202947086,0.12020888063710415,0.09432191459408727,0.021438348912228417,0.5043841969856464,0.15695456666824023,0.12726812407534235
"(0.35, 0.55, 0.0, 0.1)",0.35,0.55,0.0,0.1,0.044876088412592094,0.09377093101138648,0.14333556597454788,0.07923643670462156,31,0.6014735432016075,0.12007155344611038,0.0957297043641483,0.02058001568170459,0.500667489505646,0.156951810852565,0.1271012888866957
"(0.75, 0.05, 0.05, 0.15)",0.75,0.05,0.05,0.15,0.04554588077695914,0.09845947756195579,0.144675150703282,0.08124581379772271,31,0.6068318821165438,0.11954319686928776,0.09436884091975598,0.02188434830340231,0.5071183124149382,0.1569486488094069,0.1284302342576007
"(0.1, 0.3, 0.4, 0.2)",0.1,0.3,0.4,0.2,0.04688546550569324,0.09912926992632284,0.14735432016075017,0.08265237776289351,30,0.6121902210314802,0.11970273902139457,0.09282027217268887,0.021079332243902776,0.5075194621913106,0.15693671971591047,0.12906251384923795
"(0.75, 0.0, 0.15, 0.1)",0.75,0.0,0.15,0.1,0.044876088412592094,0.09845947756195579,0.14333556597454788,0.08064300066979237,30,0.6041527126590757,0.1201201086009148,0.0935710933833881,0.02252774627728151,0.5085046388088242,0.15692574906353987,0.1274285473614864
"(0.4, 0.35, 0.0, 0.25)",0.4,0.35,0.0,0.25,0.04554588077695914,0.09778968519758875,0.14601473543201607,0.0813127930341594,32,0.6108506363027462,0.12005485697423326,0.09436884091975598,0.02064555268389413,0.49777030920707144,0.15692447502285872,0.1284972134940374
"(0.4, 0.25, 0.0, 0.35)",0.4,0.25,0.0,0.35,0.041527126590756865,0.10314802411252512,0.144675150703282,0.08064300066979237,33,0.6108506363027462,0.12029068416734465,0.09521351478179257,0.021094461732796225,0.49657846858008237,0.1569128467826214,0.12824975806068867
"(0.4, 0.3, 0.15, 0.15)",0.4,0.3,0.15,0.15,0.046215673141326186,0.09578030810448761,0.144675150703282,0.08077695914266578,32,0.6115204286671132,0.12046436252912467,0.09479117785077429,0.021432209280083925,0.5083945378148451,0.1569088462971106,0.12817254806805292
"(0.05, 0.3, 0.45, 0.2)",0.05,0.3,0.45,0.2,0.04688546550569324,0.09845947756195579,0.14601473543201607,0.08218352310783657,29,0.6128600133958473,0.11986780639319164,0.09357109338338807,0.020897930718065876,0.5064757136222082,0.15690787418334518,0.1289690697995306
"(0.2, 0.45, 0.05, 0.3)",0.2,0.45,0.05,0.3,0.04420629604822505,0.09912926992632284,0.14601473543201607,0.08104487608841258,31,0.608171466845278,0.11990281282117174,0.09436884091975598,0.02066302840350607,0.4957530833716435,0.1569063893426706,0.12822929654829057
"(0.0, 0.55, 0.2, 0.25)",0.0,0.55,0.2,0.25,0.046215673141326186,0.09645010046885466,0.14333556597454788,0.08070997990622907,30,0.6008037508372405,0.11948368457425898,0.09361801970905678,0.02099920712428152,0.49870897226942895,0.15688211170943037,0.12751898976075746
"(0.1, 0.4, 0.4, 0.1)",0.1,0.4,0.4,0.1,0.048894842598794376,0.09578030810448761,0.14266577361018085,0.08171466845277964,29,0.6028131279303416,0.11952843325764193,0.09211637728765837,0.021770308162759978,0.5087054783942392,0.1568793211646995,0.12777285709660882
"(0.35, 0.35, 0.1, 0.2)",0.35,0.35,0.1,0.2,0.046215673141326186,0.0971198928332217,0.144675150703282,0.08117883456128601,31,0.6115204286671132,0.12010977087291996,0.09460347254809948,0.0208307760464362,0.5028452925397359,0.1568622774081887,0.12848057083533576
"(0.65, 0.15, 0.1, 0.1)",0.65,0.15,0.1,0.1,0.04420629604822505,0.10180843938379103,0.144675150703282,0.08158070997990623,33,0.6141995981245814,0.11989795535330058,0.09502580947911779,0.021445785932087735,0.5098564871926635,0.15686163035407846,0.12909361471946512
"(0.0, 0.4, 0.45, 0.15)",0.0,0.4,0.45,0.15,0.04822505023442733,0.09578030810448761,0.1406563965170797,0.08097789685197589,29,0.6041527126590757,0.11983756288450172,0.09333646175504458,0.02159380156162547,0.5058520673877933,0.15686078371513854,0.12764612772949818
"(0.35, 0.3, 0.15, 0.2)",0.35,0.3,0.15,0.2,0.04554588077695914,0.09645010046885466,0.14534494306764903,0.08077695914266578,32,0.6121902210314802,0.12030558729700189,0.09521351478179259,0.021165260849202915,0.507173570858965,0.15686077067584192,0.12838371653356206
"(0.05, 0.45, 0.25, 0.25)",0.05,0.45,0.25,0.25,0.04554588077695914,0.09845947756195579,0.144675150703282,0.08124581379772271,30,0.6034829202947086,0.11971871416743052,0.09282027217268887,0.021545490486253094,0.5019562399950436,0.15685222600729137,0.12765594988406714
"(0.65, 0.1, 0.1, 0.15)",0.65,0.1,0.1,0.15,0.04420629604822505,0.10247823174815807,0.14333556597454788,0.08151373074346953,33,0.6135298057602143,0.12006766041585107,0.09459332393041842,0.021873660740275434,0.5096331650949575,0.1568485822604977,0.12881039270867872
"(0.5, 0.2, 0.2, 0.1)",0.5,0.2,0.2,0.1,0.044876088412592094,0.10180843938379103,0.14534494306764903,0.08204956463496316,31,0.6155391828533154,0.12035891965070722,0.09352416705771938,0.021392134554893312,0.5137954577841775,0.15683969038653275,0.12881164816382284
"(0.25, 0.45, 0.3, 0.0)",0.25,0.45,0.3,0.0,0.046215673141326186,0.09377093101138648,0.144675150703282,0.08017414601473544,29,0.6014735432016075,0.12023535466392392,0.09328953542937587,0.021844068938846477,0.509306562317571,0.1568332369131062,0.1268189137294234
"(0.45, 0.25, 0.1, 0.2)",0.45,0.25,0.1,0.2,0.044876088412592094,0.10180843938379103,0.14400535833891492,0.08178164768921634,30,0.6141995981245814,0.11977580570840293,0.09479117785077429,0.0212693246305307,0.5045506553585604,0.1568231026043192,0.12917723661460348
"(0.3, 0.35, 0.15, 0.2)",0.3,0.35,0.15,0.2,0.046215673141326186,0.09778968519758875,0.144675150703282,0.08137977227059612,32,0.6141995981245814,0.12044807368210239,0.09422806194274988,0.021538420128898065,0.505649719121881,0.15681193720538622,0.12849380324197107
"(0.75, 0.05, 0.0, 0.2)",0.75,0.05,0.0,0.2,0.043536503683858,0.09979906229068988,0.14601473543201607,0.08091091761553917,31,0.6048225050234427,0.11949018221144025,0.09426422190879172,0.021274877334437056,0.5024169747106354,0.1568098350278589,0.12804302856993505
"(0.6, 0.25, 0.1, 0.05)",0.6,0.25,0.1,0.05,0.04554588077695914,0.09645010046885466,0.14936369725385132,0.08158070997990623,31,0.608841259209645,0.1198377097576799,0.09343031440638198,0.021655431275467648,0.5104703125532613,0.15680738805933037,0.1282958671830972
"(0.0, 0.35, 0.5, 0.15)",0.0,0.35,0.5,0.15,0.047555257870060284,0.09578030810448761,0.14400535833891492,0.08131279303415942,30,0.6068318821165438,0.11986437393709681,0.09328953542937587,0.021671731694544717,0.5071771974132091,0.1567971523684626,0.12795756074884734
"(0.8, 0.1, 0.1, 0.0)",0.8,0.1,0.1,0.0,0.046215673141326186,0.09912926992632284,0.14869390488948425,0.0825853985264568,31,0.6041527126590757,0.11928843063795316,0.09108399812294697,0.02256276861821061,0.5132238531851344,0.1567929213270221,0.1281273975879303
"(0.05, 0.5, 0.45, 0.0)",0.05,0.5,0.45,0.0,0.047555257870060284,0.09578030810448761,0.14400535833891492,0.08131279303415942,32,0.5994641661085064,0.11962214870569184,0.09155326137963397,0.0222884220702176,0.5053605948154208,0.15679194751339232,0.1270894237239764
"(0.1, 0.35, 0.4, 0.15)",0.1,0.35,0.4,0.15,0.047555257870060284,0.09645010046885466,0.144675150703282,0.08164768921634294,29,0.6054922973878097,0.11976837494814192,0.09239793524167056,0.02183872012058702,0.5079003610267991,0.15679118717714868,0.12784665683717822
"(0.85, 0.0, 0.15, 0.0)",0.85,0.0,0.15,0.0,0.046215673141326186,0.0971198928332217,0.14534494306764903,0.08131279303415942,30,0.5987943737441394,0.11958938253919782,0.09141248240262786,0.02289630144809013,0.5106151478537777,0.15678926071305027,0.12701903423547334
"(0.2, 0.5, 0.25, 0.05)",0.2,0.5,0.25,0.05,0.046215673141326186,0.09310113864701942,0.14534494306764903,0.08010716677829874,29,0.6014735432016075,0.11992604454449382,0.09394650398873768,0.021706512136323373,0.5073572965133593,0.15678543183692029,0.12708041877266757
"(0.5, 0.4, 0.0, 0.1)",0.5,0.4,0.0,0.1,0.046215673141326186,0.09444072337575352,0.14400535833891492,0.08024112525117214,33,0.607501674480911,0.12021859725299411,0.0948850305021117,0.02076365365170938,0.5013601148087544,0.15677698658308542,0.12768364050222797
"(0.25, 0.5, 0.1, 0.15)",0.25,0.5,0.1,0.15,0.04420629604822505,0.09578030810448761,0.14400535833891492,0.0796383121232418,29,0.6034829202947086,0.12019267604405977,0.09493195682778038,0.02065279859064075,0.5033743401833026,0.15677452853698545,0.127104290537132
"(0.25, 0.5, 0.05, 0.2)",0.25,0.5,0.05,0.2,0.04420629604822505,0.09645010046885466,0.14266577361018085,0.0795713328868051,30,0.6048225050234427,0.12048117119935262,0.0948850305021117,0.02051628187033217,0.4998334790572051,0.15677164358369716,0.12701384813786093
"(0.65, 0.2, 0.1, 0.05)",0.65,0.2,0.1,0.05,0.044876088412592094,0.09979906229068988,0.1480241125251172,0.08198258539852646,30,0.6128600133958473,0.1198823308978022,0.09366494603472549,0.021752538421598886,0.5118509742193097,0.1567683873043143,0.1288150584158892
"(0.2, 0.45, 0.1, 0.25)",0.2,0.45,0.1,0.25,0.044876088412592094,0.09778968519758875,0.14601473543201607,0.08097789685197589,30,0.6108506363027462,0.12035070263068079,0.09413420929141247,0.021015923917098053,0.5000937501327412,0.156768108682951,0.1280450014976821
"(0.45, 0.45, 0.0, 0.1)",0.45,0.45,0.0,0.1,0.044876088412592094,0.09511051574012057,0.14333556597454788,0.0796383121232418,31,0.6034829202947086,0.12015983927848617,0.09497888315344907,0.02091407443491838,0.4992499188104832,0.1567651549342462,0.12712775369996632
"(0.25, 0.55, 0.15, 0.05)",0.25,0.55,0.15,0.05,0.04554588077695914,0.09176155391828533,0.14400535833891492,0.07910247823174815,30,0.5994641661085064,0.12048908019341191,0.09418113561708119,0.02192615076039998,0.5063396570107923,0.1567625013174247,0.12619304604028875
"(0.1, 0.35, 0.55, 0.0)",0.1,0.35,0.55,0.0,0.05023442732752847,0.09845947756195579,0.14534494306764903,0.08372404554588078,31,0.6028131279303416,0.1187625027950661,0.08939465039887376,0.02318026890419518,0.5106339468643557,0.15676190435083248,0.12842137074531768
"(0.2, 0.5, 0.05, 0.25)",0.2,0.5,0.05,0.25,0.043536503683858,0.09778968519758875,0.144675150703282,0.08004018754186203,31,0.6048225050234427,0.12005932614716705,0.09474425152510559,0.020309586367826857,0.49716157913249975,0.15674826369806544,0.12741231330441483
"(0.35, 0.55, 0.05, 0.05)",0.35,0.55,0.05,0.05,0.046215673141326186,0.09310113864701942,0.14333556597454788,0.0797052913596785,33,0.6014735432016075,0.12042256409289447,0.09366494603472549,0.021775682630102197,0.5033681060136532,0.15673929698969458,0.12653776437704126
"(0.6, 0.1, 0.15, 0.15)",0.6,0.1,0.15,0.15,0.04420629604822505,0.10314802411252512,0.14400535833891492,0.08184862692565303,32,0.6162089752176825,0.1198839773668439,0.09487541137752703,0.021535370496240495,0.5105344295838193,0.1567389636986081,0.12928633261441655
"(0.3, 0.55, 0.1, 0.05)",0.3,0.55,0.1,0.05,0.04554588077695914,0.09310113864701942,0.14400535833891492,0.07950435365036838,31,0.6008037508372405,0.1205913440122444,0.09352416705771938,0.022088972694198964,0.5050143504876777,0.1567372185658864,0.12626643717922809
"(0.1, 0.4, 0.5, 0.0)",0.1,0.4,0.5,0.0,0.04956463496316142,0.09645010046885466,0.144675150703282,0.08265237776289351,31,0.6028131279303416,0.11938544701382954,0.09023932426091036,0.022943115724908085,0.5109811703794999,0.156735517717627,0.12777203989334868
"(0.15, 0.45, 0.3, 0.1)",0.15,0.45,0.3,0.1,0.04688546550569324,0.09243134628265237,0.14400535833891492,0.07997320830542531,28,0.6014735432016075,0.12013620960019997,0.0936649460347255,0.0214598994338458,0.5073805248665223,0.15672085944274688,0.12680568132278808
"(0.05, 0.4, 0.25, 0.3)",0.05,0.4,0.25,0.3,0.04420629604822505,0.09912926992632284,0.14534494306764903,0.08091091761553917,32,0.6068318821165438,0.11999995842045644,0.09366494603472547,0.02170557102712135,0.5003433577946813,0.15671856673587678,0.1277433906329019
"(0.0, 0.4, 0.35, 0.25)",0.0,0.4,0.35,0.25,0.04554588077695914,0.09845947756195579,0.14266577361018085,0.08084393837910248,31,0.6034829202947086,0.11979680914498969,0.0931956827780385,0.021152504016665248,0.501907961561538,0.1567161508689051,0.1274417797681217
