weights,split,R@1,R@3,R@5,Score,top1_unique_ships,top1_max_ship_fraction,top1_entropy
"(0.05, 0.65, 0.05, 0.25)",earliest20,0.07824143070044709,0.1587183308494784,0.22354694485842028,0.1314456035767511,34,0.5119225037257824,1.9873226081298814
"(0.05, 0.65, 0.05, 0.25)",month_latest,0.05255748474894416,0.11919286719849835,0.1722196152041295,0.09648052557484749,37,0.1980290943219146,2.540706188237297
"(0.05, 0.65, 0.05, 0.25)",ais_group_random20,0.05876821814762576,0.11753643629525153,0.15843911612599906,0.09633286318758816,35,0.5848613070051716,1.7942789627468225
"(0.05, 0.65, 0.1, 0.2)",random20,0.08643815201192251,0.1736214605067064,0.2533532041728763,0.14597615499254843,29,0.5678092399403875,1.8066498448197532
"(0.05, 0.65, 0.1, 0.2)",latest20,0.06929955290611028,0.16244411326378538,0.22950819672131148,0.12928464977645307,25,0.5901639344262295,1.580107983489628
"(0.05, 0.65, 0.1, 0.2)",earliest20,0.07749627421758569,0.16095380029806258,0.22280178837555886,0.1315946348733234,31,0.5141579731743666,1.9546875764290434
"(0.05, 0.65, 0.1, 0.2)",month_latest,0.04974190520882215,0.11872360394181136,0.17315814171750352,0.0951196621304552,35,0.20319099014547162,2.526445097014294
"(0.05, 0.65, 0.1, 0.2)",ais_group_random20,0.06017865538316878,0.11847672778561354,0.15843911612599906,0.09732016925246825,34,0.5961448048895157,1.7419876792457423
"(0.05, 0.65, 0.15, 0.15)",random20,0.08718330849478391,0.176602086438152,0.2496274217585693,0.1464977645305514,28,0.5670640834575261,1.7978337983238302
"(0.05, 0.65, 0.15, 0.15)",latest20,0.06929955290611028,0.161698956780924,0.23174366616989567,0.12950819672131147,26,0.5931445603576752,1.5885293999152763
"(0.05, 0.65, 0.15, 0.15)",earliest20,0.07898658718330849,0.161698956780924,0.22131147540983606,0.13226527570789864,32,0.5156482861400894,1.9452170656048589
"(0.05, 0.65, 0.15, 0.15)",month_latest,0.048803378695448145,0.11778507742843736,0.17315814171750352,0.09436884091975598,35,0.20694509619896762,2.5188213995608346
"(0.05, 0.65, 0.15, 0.15)",ais_group_random20,0.05688763516690174,0.11800658204043253,0.15890926187118007,0.09562764456981665,33,0.5984955336154207,1.7304903089351915
"(0.05, 0.65, 0.2, 0.1)",random20,0.08941877794336811,0.17734724292101342,0.2511177347242921,0.1481371087928465,30,0.5655737704918032,1.7980794880170572
"(0.05, 0.65, 0.2, 0.1)",latest20,0.06855439642324888,0.161698956780924,0.23174366616989567,0.12913561847988078,26,0.5909090909090909,1.5964159068931534
"(0.05, 0.65, 0.2, 0.1)",earliest20,0.07824143070044709,0.16542473919523099,0.22503725782414308,0.13375558867362147,31,0.518628912071535,1.9208139228291912
"(0.05, 0.65, 0.2, 0.1)",month_latest,0.04927264195213515,0.12013139371187236,0.17268887846081651,0.09521351478179259,35,0.21398404504927265,2.5223355395788807
"(0.05, 0.65, 0.2, 0.1)",ais_group_random20,0.05688763516690174,0.11941701927597555,0.16031969910672308,0.09633286318758814,32,0.6013164080865068,1.7153810506257294
"(0.05, 0.65, 0.25, 0.05)",random20,0.09165424739195231,0.18032786885245902,0.2540983606557377,0.1507451564828614,30,0.5670640834575261,1.7849243848136993
"(0.05, 0.65, 0.25, 0.05)",latest20,0.06706408345752608,0.15946348733233978,0.23099850968703428,0.12757078986587184,24,0.589418777943368,1.605725228142759
"(0.05, 0.65, 0.25, 0.05)",earliest20,0.07451564828614009,0.16691505216095381,0.22503725782414308,0.1323397913561848,29,0.5193740685543964,1.893519051432133
"(0.05, 0.65, 0.25, 0.05)",month_latest,0.04833411543876114,0.11825434068512436,0.17409666823087752,0.09446269357109338,34,0.21820741435945565,2.5381980063316796
"(0.05, 0.65, 0.25, 0.05)",ais_group_random20,0.056417489421720736,0.11941701927597555,0.1617301363422661,0.09637987776210624,29,0.6008462623413258,1.7041263951905252
"(0.05, 0.65, 0.3, 0.0)",random20,0.09016393442622951,0.18181818181818182,0.2570789865871833,0.15104321907600596,29,0.5611028315946349,1.8063619316048598
"(0.05, 0.65, 0.3, 0.0)",latest20,0.06631892697466468,0.1602086438152012,0.22876304023845007,0.1269746646795827,25,0.5879284649776453,1.634328312517774
"(0.05, 0.65, 0.3, 0.0)",earliest20,0.07377049180327869,0.16840536512667661,0.22727272727272727,0.1328614008941878,28,0.5149031296572281,1.9029283856748624
"(0.05, 0.65, 0.3, 0.0)",month_latest,0.04786485218207415,0.11496949788831534,0.17409666823087752,0.09324260910370719,34,0.22336931018301268,2.5718416442809877
"(0.05, 0.65, 0.3, 0.0)",ais_group_random20,0.05688763516690174,0.11894687353079454,0.16361071932299012,0.09685002350728726,28,0.6008462623413258,1.6801363570360321
"(0.05, 0.7, 0.0, 0.25)",random20,0.08494783904619971,0.1780923994038748,0.2503725782414307,0.14597615499254846,31,0.5625931445603577,1.830983545787108
"(0.05, 0.7, 0.0, 0.25)",latest20,0.06929955290611028,0.16095380029806258,0.23025335320417287,0.1289865871833085,25,0.5879284649776453,1.5977257888764853
"(0.05, 0.7, 0.0, 0.25)",earliest20,0.07749627421758569,0.15797317436661698,0.22354694485842028,0.130849478390462,31,0.507451564828614,2.001983691132569
"(0.05, 0.7, 0.0, 0.25)",month_latest,0.052088221492257156,0.11872360394181136,0.17362740497419052,0.09638667292351008,37,0.1975598310652276,2.549576219958741
"(0.05, 0.7, 0.0, 0.25)",ais_group_random20,0.05923836389280677,0.11941701927597555,0.15796897038081806,0.09703808180535965,33,0.5839210155148096,1.7897651486150081
"(0.05, 0.7, 0.05, 0.2)",random20,0.08569299552906111,0.17436661698956782,0.2511177347242921,0.1453800298062593,30,0.5618479880774963,1.8315154179283146
"(0.05, 0.7, 0.05, 0.2)",latest20,0.06780923994038748,0.15946348733233978,0.22876304023845007,0.1274962742175857,25,0.5901639344262295,1.5913235294343662
"(0.05, 0.7, 0.05, 0.2)",earliest20,0.07749627421758569,0.15797317436661698,0.22354694485842028,0.130849478390462,30,0.5126676602086438,1.9665826223444505
"(0.05, 0.7, 0.05, 0.2)",month_latest,0.05114969497888315,0.11966213045518535,0.17409666823087752,0.09629282027217267,35,0.20272172688878462,2.5310635581288836
"(0.05, 0.7, 0.05, 0.2)",ais_group_random20,0.05829807240244476,0.11894687353079454,0.15702867889045605,0.09623883403855196,34,0.5914433474377057,1.7632975777925468
"(0.05, 0.7, 0.1, 0.15)",random20,0.08792846497764531,0.17734724292101342,0.2496274217585693,0.14709388971684054,30,0.5618479880774963,1.8160807634369025
"(0.05, 0.7, 0.1, 0.15)",latest20,0.06929955290611028,0.1602086438152012,0.23025335320417287,0.12876304023845006,28,0.5909090909090909,1.6029880289881988
"(0.05, 0.7, 0.1, 0.15)",earliest20,0.07898658718330849,0.1602086438152012,0.22354694485842028,0.13226527570789864,31,0.5119225037257824,1.949575883662335
"(0.05, 0.7, 0.1, 0.15)",month_latest,0.04927264195213515,0.11872360394181136,0.1722196152041295,0.09469732519943688,35,0.2060065696855936,2.5259169748034647
"(0.05, 0.7, 0.1, 0.15)",ais_group_random20,0.05688763516690174,0.11753643629525153,0.15890926187118007,0.09548660084626234,33,0.5966149506346967,1.7394620389758342
"(0.05, 0.7, 0.15, 0.1)",random20,0.08941877794336811,0.17883755588673622,0.2503725782414307,0.14843517138599105,30,0.5618479880774963,1.809790849978627
"(0.05, 0.7, 0.15, 0.1)",latest20,0.06929955290611028,0.161698956780924,0.23248882265275708,0.12965722801788376,25,0.5901639344262295,1.5975445932297452
"(0.05, 0.7, 0.15, 0.1)",earliest20,0.07898658718330849,0.16095380029806258,0.22578241430700446,0.13293591654247391,32,0.5178837555886736,1.9206939119079156
"(0.05, 0.7, 0.15, 0.1)",month_latest,0.04974190520882215,0.11919286719849835,0.17409666823087752,0.09544814641013608,34,0.21257625527921165,2.5286397924478465
"(0.05, 0.7, 0.15, 0.1)",ais_group_random20,0.056417489421720736,0.11941701927597555,0.15937940761636107,0.09590973201692524,30,0.5989656793606017,1.72017689691967
"(0.05, 0.7, 0.2, 0.05)",random20,0.09090909090909091,0.1810730253353204,0.2540983606557377,0.15059612518628912,30,0.5603576751117735,1.8054852997453896
"(0.05, 0.7, 0.2, 0.05)",latest20,0.06706408345752608,0.1587183308494784,0.22801788375558868,0.1267511177347243,24,0.5909090909090909,1.6034991966284748
"(0.05, 0.7, 0.2, 0.05)",earliest20,0.07451564828614009,0.1646795827123696,0.22578241430700446,0.1318181818181818,29,0.5163934426229508,1.905293143237022
"(0.05, 0.7, 0.2, 0.05)",month_latest,0.04833411543876114,0.11966213045518535,0.17409666823087752,0.09488503050211167,34,0.21539183481933363,2.551227812177065
"(0.05, 0.7, 0.2, 0.05)",ais_group_random20,0.056417489421720736,0.11847672778561354,0.1607898448519041,0.09590973201692524,29,0.6027268453220498,1.6895881425274262
"(0.05, 0.7, 0.25, 0.0)",random20,0.09016393442622951,0.18181818181818182,0.2570789865871833,0.15104321907600596,27,0.5603576751117735,1.8041220777317442
"(0.05, 0.7, 0.25, 0.0)",latest20,0.06631892697466468,0.1602086438152012,0.22727272727272727,0.12667660208643816,25,0.587183308494784,1.6399318749973766
"(0.05, 0.7, 0.25, 0.0)",earliest20,0.07377049180327869,0.16691505216095381,0.22578241430700446,0.13211624441132638,28,0.5149031296572281,1.9058837444644532
"(0.05, 0.7, 0.25, 0.0)",month_latest,0.04833411543876114,0.11684655091506335,0.17362740497419052,0.09394650398873768,34,0.22196152041295167,2.574604137909156
"(0.05, 0.7, 0.25, 0.0)",ais_group_random20,0.056417489421720736,0.11847672778561354,0.16314057357780912,0.09637987776210624,29,0.5956746591443347,1.698914475200336
"(0.05, 0.75, 0.0, 0.2)",random20,0.08420268256333831,0.17734724292101342,0.2496274217585693,0.14523099850968704,30,0.559612518628912,1.8325734429032923
"(0.05, 0.75, 0.0, 0.2)",latest20,0.06706408345752608,0.15648286140089418,0.22652757078986588,0.1257824143070045,27,0.5856929955290611,1.6181587813910618
"(0.05, 0.75, 0.0, 0.2)",earliest20,0.07749627421758569,0.15797317436661698,0.22131147540983606,0.13040238450074515,31,0.5104321907600596,1.9718729347495876
"(0.05, 0.75, 0.0, 0.2)",month_latest,0.05161895823557015,0.12060065696855936,0.17362740497419052,0.09671515720319099,37,0.2008446738620366,2.5412013282649393
"(0.05, 0.75, 0.0, 0.2)",ais_group_random20,0.05829807240244476,0.11941701927597555,0.15702867889045605,0.09637987776210624,33,0.5890926187118006,1.7736357127751214
"(0.05, 0.75, 0.05, 0.15)",random20,0.08718330849478391,0.18032786885245902,0.2511177347242921,0.1479135618479881,30,0.5603576751117735,1.819941274920272
"(0.05, 0.75, 0.05, 0.15)",latest20,0.06706408345752608,0.1587183308494784,0.23025335320417287,0.12719821162444114,25,0.587183308494784,1.6112236326927336
"(0.05, 0.75, 0.05, 0.15)",earliest20,0.07824143070044709,0.1602086438152012,0.22354694485842028,0.13189269746646795,31,0.5149031296572281,1.943401527547087
"(0.05, 0.75, 0.05, 0.15)",month_latest,0.050680431722196155,0.12060065696855936,0.17315814171750352,0.09615204129516658,34,0.2045987799155326,2.531313301060417
"(0.05, 0.75, 0.05, 0.15)",ais_group_random20,0.05735778091208275,0.11800658204043253,0.15937940761636107,0.09595674659144335,33,0.5970850963798777,1.7378517542622756
"(0.05, 0.75, 0.1, 0.1)",random20,0.08718330849478391,0.18032786885245902,0.2518628912071535,0.14806259314456036,32,0.555886736214605,1.8399719584535568
"(0.05, 0.75, 0.1, 0.1)",latest20,0.06780923994038748,0.16095380029806258,0.22950819672131148,0.12809239940387482,26,0.5879284649776453,1.6079628439495526
"(0.05, 0.75, 0.1, 0.1)",earliest20,0.07898658718330849,0.1602086438152012,0.22652757078986588,0.1328614008941878,30,0.5134128166915052,1.9210336509691
"(0.05, 0.75, 0.1, 0.1)",month_latest,0.05021116846550915,0.11919286719849835,0.17362740497419052,0.09558892538714218,34,0.21022993899577663,2.540860226919636
"(0.05, 0.75, 0.1, 0.1)",ais_group_random20,0.05594734367653973,0.11847672778561354,0.15890926187118007,0.09529854254818994,31,0.6008462623413258,1.7110761704114539
"(0.05, 0.75, 0.15, 0.05)",random20,0.09016393442622951,0.18181818181818182,0.2533532041728763,0.15029806259314457,30,0.5551415797317437,1.8241692704828258
"(0.05, 0.75, 0.15, 0.05)",latest20,0.06706408345752608,0.16095380029806258,0.22876304023845007,0.12757078986587184,24,0.587183308494784,1.614542224719533
"(0.05, 0.75, 0.15, 0.05)",earliest20,0.07600596125186289,0.161698956780924,0.22652757078986588,0.13181818181818183,28,0.5119225037257824,1.9133169267568513
"(0.05, 0.75, 0.15, 0.05)",month_latest,0.04974190520882215,0.11684655091506335,0.17409666823087752,0.09474425152510557,34,0.21539183481933363,2.559750750916563
"(0.05, 0.75, 0.15, 0.05)",ais_group_random20,0.05594734367653973,0.11894687353079454,0.16031969910672308,0.09572167371885285,28,0.5984955336154207,1.7097899093128766
"(0.05, 0.75, 0.2, 0.0)",random20,0.08941877794336811,0.1825633383010432,0.2555886736214605,0.15059612518628912,27,0.5543964232488823,1.8211269403552122
"(0.05, 0.75, 0.2, 0.0)",latest20,0.06408345752608048,0.15946348733233978,0.22652757078986588,0.12518628912071536,25,0.587183308494784,1.6404530141643923
"(0.05, 0.75, 0.2, 0.0)",earliest20,0.07377049180327869,0.1631892697466468,0.22652757078986588,0.13114754098360656,27,0.5126676602086438,1.9084153824904457
"(0.05, 0.75, 0.2, 0.0)",month_latest,0.04833411543876114,0.11778507742843736,0.17268887846081651,0.09404035664007508,34,0.22008446738620366,2.589146124505344
"(0.05, 0.75, 0.2, 0.0)",ais_group_random20,0.05500705218617771,0.11753643629525153,0.16314057357780912,0.09539257169722615,27,0.5942642219087917,1.6926910974570264
"(0.05, 0.8, 0.0, 0.15)",random20,0.08494783904619971,0.1795827123695976,0.2503725782414307,0.14642324888226527,31,0.5551415797317437,1.8458836285732312
"(0.05, 0.8, 0.0, 0.15)",latest20,0.06706408345752608,0.1587183308494784,0.22652757078986588,0.12645305514157973,25,0.5834575260804769,1.6228370437870947
"(0.05, 0.8, 0.0, 0.15)",earliest20,0.07824143070044709,0.16095380029806258,0.22205663189269748,0.13181818181818183,30,0.5096870342771982,1.963895443783576
"(0.05, 0.8, 0.0, 0.15)",month_latest,0.05021116846550915,0.11966213045518535,0.17315814171750352,0.09563585171281089,33,0.20319099014547162,2.535241805495714
"(0.05, 0.8, 0.0, 0.15)",ais_group_random20,0.05735778091208275,0.11847672778561354,0.15796897038081806,0.09581570286788904,32,0.5909732016925247,1.75564971519993
"(0.05, 0.8, 0.05, 0.1)",random20,0.08643815201192251,0.1810730253353204,0.2518628912071535,0.1479135618479881,31,0.555886736214605,1.831824728790338
"(0.05, 0.8, 0.05, 0.1)",latest20,0.06706408345752608,0.16095380029806258,0.22727272727272727,0.12727272727272726,26,0.5834575260804769,1.6293087434406899
"(0.05, 0.8, 0.05, 0.1)",earliest20,0.07824143070044709,0.161698956780924,0.22652757078986588,0.13293591654247391,29,0.5096870342771982,1.9394481132377444
"(0.05, 0.8, 0.05, 0.1)",month_latest,0.05021116846550915,0.12013139371187236,0.1722196152041295,0.0955889253871422,34,0.20882214922571563,2.541278470569204
"(0.05, 0.8, 0.05, 0.1)",ais_group_random20,0.056417489421720736,0.11753643629525153,0.15749882463563705,0.09496944052656323,31,0.5970850963798777,1.7288666391189522
"(0.05, 0.8, 0.1, 0.05)",random20,0.09016393442622951,0.1825633383010432,0.2518628912071535,0.15022354694485843,30,0.5543964232488823,1.8294636078045945
"(0.05, 0.8, 0.1, 0.05)",latest20,0.06631892697466468,0.15946348733233978,0.22876304023845007,0.1267511177347243,27,0.5842026825633383,1.6410989014198853
"(0.05, 0.8, 0.1, 0.05)",earliest20,0.07600596125186289,0.16095380029806258,0.22727272727272727,0.1317436661698957,28,0.5089418777943369,1.9240254729673723
"(0.05, 0.8, 0.1, 0.05)",month_latest,0.04927264195213515,0.11825434068512436,0.1722196152041295,0.09455654622243079,34,0.21586109807602064,2.558093033406715
"(0.05, 0.8, 0.1, 0.05)",ais_group_random20,0.05594734367653973,0.11800658204043253,0.15984955336154208,0.09534555712270804,29,0.5975552421250587,1.7120898719387752
"(0.05, 0.8, 0.15, 0.0)",random20,0.09016393442622951,0.18628912071535023,0.2555886736214605,0.15208643815201192,29,0.5521609538002981,1.840751598976108
"(0.05, 0.8, 0.15, 0.0)",latest20,0.06557377049180328,0.1587183308494784,0.22727272727272727,0.12585692995529063,25,0.5849478390461997,1.6462097857981486
"(0.05, 0.8, 0.15, 0.0)",earliest20,0.07526080476900149,0.1631892697466468,0.22727272727272727,0.13204172876304024,28,0.5089418777943369,1.913337128618309
"(0.05, 0.8, 0.15, 0.0)",month_latest,0.04786485218207415,0.11919286719849835,0.17315814171750352,0.09432191459408729,34,0.21820741435945565,2.5968894238516627
"(0.05, 0.8, 0.15, 0.0)",ais_group_random20,0.05500705218617771,0.11753643629525153,0.1612599905970851,0.09501645510108134,27,0.5919134931828867,1.7057533514191936
"(0.05, 0.85, 0.0, 0.1)",random20,0.08718330849478391,0.1825633383010432,0.2503725782414307,0.14843517138599105,30,0.5536512667660208,1.8405077277034987
"(0.05, 0.85, 0.0, 0.1)",latest20,0.06631892697466468,0.15946348733233978,0.22950819672131148,0.12690014903129657,25,0.5804769001490313,1.6431854461325919
"(0.05, 0.85, 0.0, 0.1)",earliest20,0.07749627421758569,0.1602086438152012,0.22578241430700446,0.1319672131147541,29,0.5089418777943369,1.9399768521962515
"(0.05, 0.85, 0.0, 0.1)",month_latest,0.04974190520882215,0.12153918348193336,0.1717503519474425,0.09568277803847958,33,0.20694509619896762,2.5477243718540907
"(0.05, 0.85, 0.0, 0.1)",ais_group_random20,0.056417489421720736,0.11612599905970851,0.15749882463563705,0.09454630935590033,29,0.5928537846732487,1.733691815497048
"(0.05, 0.85, 0.05, 0.05)",random20,0.09090909090909091,0.18330849478390462,0.2518628912071535,0.15081967213114755,28,0.5536512667660208,1.8249183211842528
"(0.05, 0.85, 0.05, 0.05)",latest20,0.06631892697466468,0.1602086438152012,0.22801788375558868,0.12682563338301042,26,0.5812220566318927,1.6522826501493646
"(0.05, 0.85, 0.05, 0.05)",earliest20,0.07675111773472429,0.16244411326378538,0.22652757078986588,0.13241430700447093,28,0.507451564828614,1.9296836778726263
"(0.05, 0.85, 0.05, 0.05)",month_latest,0.04833411543876114,0.11872360394181136,0.1717503519474425,0.09413420929141247,34,0.21445330830595966,2.560363295097574
"(0.05, 0.85, 0.05, 0.05)",ais_group_random20,0.056417489421720736,0.11612599905970851,0.16031969910672308,0.09511048425011753,30,0.5914433474377057,1.7345311267977328
"(0.05, 0.85, 0.1, 0.0)",random20,0.08941877794336811,0.18330849478390462,0.2578241430700447,0.1512667660208644,29,0.5514157973174366,1.8357554014237052
"(0.05, 0.85, 0.1, 0.0)",latest20,0.06631892697466468,0.15797317436661698,0.22578241430700446,0.12570789865871834,26,0.5819672131147541,1.672567161737354
"(0.05, 0.85, 0.1, 0.0)",earliest20,0.07451564828614009,0.16542473919523099,0.22727272727272727,0.1323397913561848,29,0.5044709388971684,1.932071905436963
"(0.05, 0.85, 0.1, 0.0)",month_latest,0.04786485218207415,0.11825434068512436,0.1712810886907555,0.09366494603472547,34,0.21961520412951666,2.593155166743724
"(0.05, 0.85, 0.1, 0.0)",ais_group_random20,0.05453690644099671,0.11612599905970851,0.1626704278326281,0.09464033850493653,27,0.5905030559473436,1.709475559488908
"(0.05, 0.9, 0.0, 0.05)",random20,0.09016393442622951,0.1825633383010432,0.2526080476900149,0.1503725782414307,28,0.5506706408345753,1.8423256144412372
"(0.05, 0.9, 0.0, 0.05)",latest20,0.06706408345752608,0.15797317436661698,0.22876304023845007,0.12667660208643816,25,0.5767511177347243,1.6672102831555011
"(0.05, 0.9, 0.0, 0.05)",earliest20,0.07600596125186289,0.16095380029806258,0.22727272727272727,0.1317436661698957,27,0.5059612518628912,1.925751263957499
"(0.05, 0.9, 0.0, 0.05)",month_latest,0.04927264195213515,0.11966213045518535,0.1708118254340685,0.09469732519943688,32,0.21445330830595966,2.5586818033401766
"(0.05, 0.9, 0.0, 0.05)",ais_group_random20,0.056417489421720736,0.1156558533145275,0.1607898448519041,0.09506346967559945,28,0.5895627644569816,1.734774797705775
"(0.05, 0.9, 0.05, 0.0)",random20,0.08867362146050671,0.184053651266766,0.2608047690014903,0.15171385991058123,28,0.5499254843517138,1.8465691193932103
"(0.05, 0.9, 0.05, 0.0)",latest20,0.06557377049180328,0.15648286140089418,0.22801788375558868,0.12533532041728762,25,0.5774962742175856,1.6856451373581995
"(0.05, 0.9, 0.05, 0.0)",earliest20,0.07526080476900149,0.16691505216095381,0.22801788375558868,0.1333084947839046,29,0.5,1.9429991475965025
"(0.05, 0.9, 0.05, 0.0)",month_latest,0.048803378695448145,0.12106992022524636,0.1712810886907555,0.09497888315344909,33,0.21914594087282965,2.5939555584373957
"(0.05, 0.9, 0.05, 0.0)",ais_group_random20,0.05547719793135872,0.11424541607898449,0.1626704278326281,0.09454630935590033,28,0.5862717442407146,1.7355696254376656
"(0.05, 0.95, 0.0, 0.0)",random20,0.08792846497764531,0.1870342771982116,0.2608047690014903,0.15223546944858418,27,0.5454545454545454,1.8629096601109834
"(0.05, 0.95, 0.0, 0.0)",latest20,0.06333830104321908,0.1557377049180328,0.22727272727272727,0.12384500745156483,26,0.5767511177347243,1.696978942190676
"(0.05, 0.95, 0.0, 0.0)",earliest20,0.07451564828614009,0.16691505216095381,0.22578241430700446,0.13248882265275708,28,0.4947839046199702,1.956012768396047
"(0.05, 0.95, 0.0, 0.0)",month_latest,0.04974190520882215,0.12060065696855936,0.1698732989206945,0.09502580947911779,34,0.21773815110276865,2.606854905355858
"(0.05, 0.95, 0.0, 0.0)",ais_group_random20,0.05594734367653973,0.11377527033380348,0.1626704278326281,0.09464033850493653,27,0.5801598495533615,1.7546360147523672
"(0.1, 0.0, 0.0, 0.9)",random20,0.08122205663189269,0.1631892697466468,0.23546944858420268,0.13666169895678093,28,0.5529061102831595,1.8915063881672816
"(0.1, 0.0, 0.0, 0.9)",latest20,0.06482861400894188,0.146795827123696,0.21833084947839046,0.12011922503725783,31,0.5491803278688525,1.7975748193751544
"(0.1, 0.0, 0.0, 0.9)",earliest20,0.07377049180327869,0.14456035767511177,0.19970193740685543,0.12019374068554396,35,0.3435171385991058,2.51421355726609
"(0.1, 0.0, 0.0, 0.9)",month_latest,0.04082590333176912,0.10886907555138432,0.16142656030032848,0.08535898639136555,39,0.24870952604411076,2.640078709823977
"(0.1, 0.0, 0.0, 0.9)",ais_group_random20,0.03714151386929948,0.0996708979783733,0.15138692994828395,0.07874941231781851,36,0.307005171603197,2.517311648899842
"(0.1, 0.0, 0.05, 0.85)",random20,0.08271236959761549,0.16989567809239942,0.2391952309985097,0.14016393442622951,27,0.5663189269746647,1.8507312173800512
"(0.1, 0.0, 0.05, 0.85)",latest20,0.06929955290611028,0.14903129657228018,0.22056631892697467,0.12347242921013413,31,0.5640834575260805,1.7492272344991284
"(0.1, 0.0, 0.05, 0.85)",earliest20,0.07675111773472429,0.1453055141579732,0.19672131147540983,0.12131147540983608,36,0.37779433681073027,2.4547494968845385
"(0.1, 0.0, 0.05, 0.85)",month_latest,0.042702956358517126,0.10699202252463633,0.1656499296105115,0.08657907085875177,43,0.25246363209760675,2.6155645827620537
"(0.1, 0.0, 0.05, 0.85)",ais_group_random20,0.039492242595204514,0.09873060648801128,0.15749882463563705,0.08086506817113305,37,0.35637047484720263,2.443203617181002
"(0.1, 0.0, 0.1, 0.8)",random20,0.08345752608047691,0.1751117734724292,0.23845007451564829,0.14195230998509686,28,0.5774962742175856,1.8012255634986045
"(0.1, 0.0, 0.1, 0.8)",latest20,0.07078986587183309,0.1527570789865872,0.22354694485842028,0.12593144560357675,33,0.5752608047690015,1.7212691787047465
"(0.1, 0.0, 0.1, 0.8)",earliest20,0.07824143070044709,0.1453055141579732,0.19672131147540983,0.12205663189269747,34,0.39940387481371087,2.4066523807321274
"(0.1, 0.0, 0.1, 0.8)",month_latest,0.044110746128578134,0.10699202252463633,0.16846550915063352,0.08784608165180667,40,0.25058657907085874,2.5906050034280605
"(0.1, 0.0, 0.1, 0.8)",ais_group_random20,0.04184297132110954,0.10155148095909731,0.1607898448519041,0.08354489891866479,37,0.3991537376586742,2.3758911511193133
"(0.1, 0.0, 0.15, 0.75)",random20,0.08271236959761549,0.17436661698956782,0.2421758569299553,0.14210134128166915,29,0.587183308494784,1.7675942847569222
"(0.1, 0.0, 0.15, 0.75)",latest20,0.07377049180327869,0.15424739195231,0.22727272727272727,0.1286140089418778,33,0.589418777943368,1.688589559106191
"(0.1, 0.0, 0.15, 0.75)",earliest20,0.08047690014903129,0.14903129657228018,0.19895678092399405,0.12473919523099851,34,0.4157973174366617,2.3602866433065146
"(0.1, 0.0, 0.15, 0.75)",month_latest,0.04504927264195214,0.10511496949788832,0.16752698263725951,0.08756452369779447,40,0.24636320976067574,2.5762648507801416
"(0.1, 0.0, 0.15, 0.75)",ais_group_random20,0.04372355430183357,0.10531264692054537,0.15984955336154208,0.08542548189938881,36,0.4330042313117066,2.304689714454336
"(0.1, 0.0, 0.2, 0.7)",random20,0.08345752608047691,0.1736214605067064,0.2429210134128167,0.1423994038748137,31,0.5923994038748137,1.7422646705329043
"(0.1, 0.0, 0.2, 0.7)",latest20,0.07377049180327869,0.1527570789865872,0.22429210134128166,0.12757078986587184,32,0.5938897168405365,1.6712330991017754
"(0.1, 0.0, 0.2, 0.7)",earliest20,0.08122205663189269,0.15424739195231,0.20119225037257824,0.127123695976155,34,0.4336810730253353,2.3052551009747813
"(0.1, 0.0, 0.2, 0.7)",month_latest,0.04645706241201314,0.10652275926794932,0.1670577193805725,0.08859690286250588,40,0.23791647114030973,2.555187886806427
"(0.1, 0.0, 0.2, 0.7)",ais_group_random20,0.0460742830277386,0.10578279266572638,0.15843911612599906,0.08645980253878702,36,0.4692054536906441,2.223611108702736
"(0.1, 0.0, 0.25, 0.65)",random20,0.08494783904619971,0.17883755588673622,0.2436661698956781,0.14485842026825635,31,0.5983606557377049,1.715999746012524
"(0.1, 0.0, 0.25, 0.65)",latest20,0.07451564828614009,0.1527570789865872,0.22652757078986588,0.12839046199701937,32,0.5961251862891207,1.6545018489522576
"(0.1, 0.0, 0.25, 0.65)",earliest20,0.08122205663189269,0.15201192250372578,0.20864381520119224,0.12794336810730253,32,0.45380029806259314,2.2500000459423415
"(0.1, 0.0, 0.25, 0.65)",month_latest,0.04598779915532614,0.10652275926794932,0.16846550915063352,0.08864382918817457,38,0.2313467855466917,2.5528166107640944
"(0.1, 0.0, 0.25, 0.65)",ais_group_random20,0.04983544898918665,0.10954395862717442,0.15890926187118007,0.08956276445698166,37,0.49647390691114246,2.157164535564086
"(0.1, 0.0, 0.3, 0.6)",random20,0.08494783904619971,0.17883755588673622,0.2496274217585693,0.1460506706408346,31,0.5991058122205664,1.7212527802923518
"(0.1, 0.0, 0.3, 0.6)",latest20,0.07451564828614009,0.15052160953800298,0.22652757078986588,0.12771982116244412,32,0.5998509687034277,1.6311956477666143
"(0.1, 0.0, 0.3, 0.6)",earliest20,0.08047690014903129,0.15201192250372578,0.21385991058122206,0.1286140089418778,31,0.47168405365126675,2.1954528703872622
"(0.1, 0.0, 0.3, 0.6)",month_latest,0.045518535898639134,0.10746128578132333,0.1698732989206945,0.08897231346785547,40,0.22243078366963867,2.554270893393546
"(0.1, 0.0, 0.3, 0.6)",ais_group_random20,0.05030559473436765,0.1081335213916314,0.16408086506817113,0.09040902679830748,35,0.5232722143864598,2.094841657631425
"(0.1, 0.0, 0.35, 0.55)",random20,0.08569299552906111,0.18181818181818182,0.2466467958271237,0.14672131147540984,30,0.6013412816691506,1.7068250815664974
